show_id,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
s643,s5332,s367,s6808,s8434,s3120
s644,s1907,s7001,s8276,s1784,s2122
s645,s7153,s1859,s759,s1950,s6042
s646,s3008,s3588,s552,s954,s3721
s647,s3347,s1810,s6513,s2649,s4297
s648,s6999,s4579,s4001,s4184,s7873
s650,s8137,s1453,s8461,s6278,s2536
s651,s7247,s3550,s2085,s4592,s4356
s652,s653,s5295,s4533,s3310,s5314
s653,s652,s3311,s959,s3111,s2198
s654,s5674,s8239,s1430,s3270,s4313
s655,s656,s2465,s3507,s1990,s3231
s656,s655,s4099,s6753,s7528,s5369
s657,s3825,s5706,s3168,s7035,s921
s658,s3746,s2154,s2097,s5588,s165
s659,s6241,s584,s2118,s5666,s1476
s660,s4030,s3690,s12,s7688,s6231
s661,s1816,s5471,s6322,s782,s7601
s662,s6809,s1780,s7402,s7792,s189
s663,s1445,s7926,s3995,s3309,s3909
s664,s4925,s5367,s1773,s787,s8292
s665,s4641,s7491,s1232,s7500,s7817
s666,s2124,s4528,s6027,s8245,s4120
s667,s3586,s2130,s2369,s6507,s6719
s668,s349,s1478,s43,s2644,s104
s669,s620,s5551,s7983,s3938,s5441
s670,s1934,s4983,s5066,s5318,s3527
s671,s672,s690,s673,s581,s4634
s672,s671,s690,s673,s4634,s581
s673,s690,s671,s672,s581,s4634
s674,s5552,s435,s141,s4888,s5544
s676,s2921,s5090,s2605,s4532,s4314
s678,s1888,s6253,s1632,s225,s2705
s679,s4043,s8757,s1046,s5091,s1457
s680,s1460,s8800,s6886,s6718,s3861
s681,s426,s7669,s2435,s6498,s7622
s682,s7744,s843,s2114,s1691,s336
s683,s6807,s2329,s7944,s4603,s5275
s684,s7959,s164,s8251,s986,s8203
s685,s7841,s3271,s2695,s4382,s2689
s686,s1058,s6859,s1379,s2172,s2329
s687,s5798,s1178,s2407,s837,s6664
s688,s6852,s6702,s7114,s4457,s151
s689,s1655,s8392,s7520,s4564,s3362
s690,s671,s673,s672,s4634,s581
s691,s373,s7907,s4046,s1063,s6532
s692,s3467,s8785,s3614,s2172,s8779
s693,s689,s2983,s8551,s1655,s7353
s694,s1341,s4996,s398,s2100,s2943
s695,s742,s3811,s8212,s1830,s1818
s696,s190,s3300,s4488,s6395,s6643
s697,s8762,s391,s8422,s7601,s8804
s698,s1261,s6028,s8656,s2068,s2382
s699,s3550,s6739,s4383,s457,s8308
s700,s6563,s7052,s5671,s985,s637
s701,s8581,s838,s2372,s1069,s2725
s702,s2075,s8576,s7349,s5737,s594
s703,s7372,s130,s4978,s6591,s6041
s704,s4974,s1141,s2255,s4365,s1374
s705,s159,s819,s4913,s2014,s3204
s706,s7368,s6123,s6813,s6286,s3548
s707,s3996,s3550,s2507,s7651,s2167
s708,s3610,s3611,s6774,s6665,s3455
s709,s1341,s2742,s7103,s4577,s3689
s710,s48,s5725,s529,s4314,s1548
s711,s395,s6936,s1407,s4734,s125
s712,s6671,s6124,s8799,s948,s7064
s713,s1940,s8491,s7361,s4788,s7723
s714,s5341,s7606,s2411,s7099,s7646
s715,s965,s6515,s2252,s1994,s3297
s716,s726,s3758,s4143,s4751,s5211
s717,s6849,s5367,s3390,s8550,s8206
s718,s968,s1456,s747,s8166,s8639
s719,s2289,s5782,s5806,s217,s3994
s720,s7766,s7772,s7764,s7774,s7773
s721,s1506,s3402,s3678,s5398,s812
s722,s2177,s2763,s864,s1191,s3135
s723,s8745,s1429,s6885,s8003,s6632
s724,s5809,s2362,s8209,s3496,s658
s725,s5196,s1389,s3733,s7191,s5783
s726,s716,s1831,s147,s5185,s8763
s727,s1788,s303,s3929,s8012,s4641
s728,s4314,s3227,s1183,s584,s8136
s729,s5582,s7530,s6388,s6601,s6660
s730,s6472,s1401,s3009,s3432,s1288
s731,s1449,s7827,s8782,s913,s5201
s732,s3750,s8706,s50,s3308,s2566
s733,s3636,s4229,s976,s5019,s5156
s734,s7289,s7288,s8785,s2448,s3641
s735,s4862,s6625,s2685,s8570,s3128
s736,s4443,s7120,s7321,s1231,s5768
s737,s1854,s1207,s1032,s2894,s5505
s738,s739,s6761,s1594,s2105,s5639
s739,s738,s3518,s7218,s3624,s1426
s740,s1169,s2011,s4471,s1610,s3665
s741,s4873,s2945,s1516,s1776,s5976
s742,s860,s695,s1830,s1818,s1741
s743,s6403,s4074,s642,s5467,s4671
s744,s5136,s2597,s172,s286,s536
s745,s3233,s4675,s588,s2987,s1361
s746,s2451,s4567,s7455,s1500,s493
s747,s7538,s3171,s2696,s4964,s8488
s748,s1877,s128,s4422,s5626,s508
s749,s3893,s843,s200,s7436,s4090
s750,s1974,s2293,s5019,s186,s4615
s751,s4320,s6838,s2778,s8375,s7749
s752,s8207,s2511,s4490,s1863,s8407
s753,s2798,s5754,s2745,s1474,s764
s754,s2103,s2874,s2841,s685,s5406
s755,s2040,s3812,s4594,s5474,s4228
s756,s6434,s3122,s287,s912,s2072
s757,s5131,s752,s1696,s6523,s8266
s758,s1887,s6812,s8215,s7748,s3939
s759,s645,s4852,s6838,s5108,s3994
s760,s761,s2409,s923,s1450,s3844
s761,s760,s5262,s8267,s3518,s2409
s762,s6027,s3733,s8786,s3578,s7548
s763,s2428,s8790,s1548,s7267,s1272
s764,s1849,s753,s2798,s112,s1474
s765,s2047,s5544,s4676,s5217,s4054
s766,s7446,s5870,s8198,s6958,s8695
s767,s5343,s7354,s1029,s5216,s8213
s768,s3343,s6808,s6199,s1426,s7813
s769,s641,s898,s6557,s3345,s8599
s770,s3651,s5056,s5378,s543,s6258
s771,s2125,s1543,s2345,s7242,s6960
s772,s591,s7607,s7526,s4527,s5312
s773,s7061,s6667,s1572,s6762,s120
s774,s1383,s7545,s3298,s317,s6410
s775,s1151,s617,s4028,s5594,s4711
s777,s7824,s606,s7176,s5984,s7660
s779,s4397,s8144,s4944,s2672,s1594
s780,s7748,s1495,s7750,s1181,s3859
s781,s1357,s6282,s4832,s7197,s7800
s782,s7601,s8546,s6322,s553,s3747
s784,s4895,s1234,s3015,s2188,s2760
s786,s2665,s264,s7280,s3678,s3394
s787,s6550,s5678,s5367,s8552,s7538
s788,s6344,s5827,s5618,s7986,s8057
s789,s6943,s3440,s1140,s8802,s4790
s790,s7975,s850,s3987,s4674,s5687
s791,s2086,s1666,s8468,s8367,s670
s792,s3728,s1777,s3073,s3236,s5223
s793,s4989,s4823,s3087,s5585,s699
s794,s1159,s5603,s1642,s4754,s7248
s795,s3767,s712,s3643,s7672,s5066
s796,s3216,s7258,s6075,s5563,s1097
s797,s6744,s7963,s7639,s2860,s8674
s798,s2824,s5530,s8137,s6761,s2624
s799,s4200,s7174,s3889,s1710,s116
s800,s3608,s3746,s1012,s8297,s7884
s801,s554,s6951,s7536,s3610,s4750
s802,s559,s1969,s7446,s7391,s293
s803,s7198,s4171,s8018,s1585,s82
s804,s3315,s1460,s944,s518,s3273
s805,s2284,s2163,s6635,s780,s8476
s806,s4960,s2518,s4499,s1445,s394
s807,s808,s1133,s1131,s1132,s1256
s808,s807,s1133,s1131,s1132,s1256
s809,s8047,s3726,s1134,s1191,s2707
s810,s5407,s6535,s8363,s5573,s7160
s811,s4285,s7901,s2567,s8018,s5842
s812,s3585,s1872,s3910,s1582,s4535
s813,s4032,s6318,s5188,s5174,s1268
s814,s1052,s6953,s5676,s2186,s7748
s815,s5144,s7969,s2409,s296,s2420
s816,s6038,s6802,s2442,s3034,s2265
s817,s8197,s8246,s2425,s4392,s1529
s818,s6580,s130,s138,s972,s621
s819,s3204,s7168,s7970,s705,s5481
s820,s1090,s2075,s6956,s5160,s5926
s821,s7087,s1342,s1632,s2080,s830
s822,s4391,s1732,s1496,s1095,s5213
s823,s7770,s4063,s1133,s1101,s7171
s824,s8230,s4412,s8474,s4878,s8236
s825,s4393,s3440,s5668,s5781,s5438
s826,s6894,s370,s94,s918,s4951
s827,s5843,s4792,s3989,s8568,s5138
s828,s6731,s8252,s5321,s4589,s4800
s829,s2217,s8381,s2782,s4719,s2983
s830,s2893,s2012,s443,s6621,s912
s831,s3294,s5217,s6251,s1039,s3743
s832,s2637,s77,s2078,s4589,s8359
s833,s7411,s5769,s8336,s1983,s8327
s834,s5333,s3946,s2005,s3616,s5651
s835,s4628,s5904,s1462,s8210,s4790
s836,s3765,s2191,s1410,s4810,s4066
s837,s687,s1232,s4519,s4866,s2169
s838,s701,s5592,s2830,s8581,s1521
s839,s5035,s2448,s7887,s645,s5734
s840,s2905,s5014,s4123,s7101,s3232
s841,s2582,s7877,s5612,s8448,s5572
s842,s1648,s3843,s1802,s898,s164
s843,s2223,s1959,s682,s7744,s6774
s844,s3177,s4270,s8068,s1908,s4599
s846,s7579,s4092,s3755,s1926,s7040
s847,s4763,s3280,s3627,s1604,s7647
s848,s6288,s3610,s6190,s505,s4811
s849,s5604,s7369,s6111,s2423,s6190
s850,s4240,s2170,s4239,s4241,s920
s851,s852,s853,s6086,s5398,s4299
s852,s851,s853,s6086,s5398,s4299
s853,s851,s852,s6086,s5398,s4299
s854,s6744,s855,s905,s3001,s8674
s855,s854,s3012,s972,s1834,s4278
s856,s1757,s6412,s539,s2780,s3799
s857,s5688,s3045,s3469,s2448,s4087
s858,s4701,s7795,s4474,s3477,s5108
s860,s742,s7533,s4900,s307,s5949
s862,s2293,s78,s3226,s7320,s2237
s864,s8078,s8075,s8076,s3535,s7906
s865,s2882,s1825,s7825,s8177,s2624
s866,s5643,s2712,s1269,s1397,s111
s867,s1973,s965,s8021,s945,s8304
s868,s7274,s2305,s3943,s5613,s1036
s869,s1816,s2156,s1491,s4931,s105
s870,s191,s4193,s4692,s6845,s6729
s871,s6150,s4000,s4476,s1355,s2032
s872,s8579,s8125,s470,s6173,s2616
s873,s3033,s1524,s6035,s3525,s3400
s874,s8737,s882,s6737,s1935,s7065
s875,s1309,s1959,s3893,s843,s7436
s876,s5355,s1076,s7502,s2581,s5430
s877,s3527,s1175,s267,s3867,s7806
s878,s5648,s7080,s8572,s2348,s4582
s879,s319,s5772,s7321,s4415,s3277
s880,s2688,s7084,s2220,s3411,s3993
s881,s1147,s8594,s3656,s7362,s6167
s882,s874,s1627,s4692,s6283,s5545
s883,s2911,s2912,s3107,s1495,s1557
s884,s8512,s1356,s2311,s4555,s5886
s885,s5675,s697,s2437,s2688,s8762
s886,s5806,s7140,s2035,s2447,s923
s887,s943,s8490,s4830,s8589,s489
s888,s221,s8090,s1119,s3686,s8785
s889,s897,s1288,s976,s3571,s3569
s890,s5853,s5698,s5391,s5044,s6288
s891,s3046,s2745,s2972,s280,s2114
s892,s8128,s2669,s164,s4171,s5823
s893,s4562,s4183,s4435,s2281,s5917
s894,s6753,s1194,s1290,s1373,s1055
s896,s2704,s3858,s7062,s3745,s3107
s897,s889,s2454,s7074,s2802,s3800
s898,s3631,s769,s5753,s30,s6693
s899,s147,s3308,s8642,s3470,s6581
s900,s2259,s316,s4686,s5394,s3617
s901,s111,s2712,s8731,s2826,s196
s902,s262,s8493,s252,s6245,s3359
s903,s4266,s8654,s712,s6199,s8756
s904,s5055,s1973,s4997,s6946,s4626
s905,s7986,s6744,s2232,s854,s6485
s906,s1988,s8366,s3522,s4983,s7079
s907,s4661,s2878,s2219,s6758,s6941
s908,s2818,s7505,s1000,s7506,s6960
s909,s6698,s6085,s4088,s6659,s2405
s910,s1377,s637,s3186,s3889,s7553
s911,s1719,s8335,s2359,s4023,s2685
s912,s830,s624,s300,s2911,s756
s913,s5031,s4617,s976,s731,s7198
s914,s5980,s6992,s8266,s8104,s4333
s915,s6737,s2484,s2965,s3881,s5289
s916,s6089,s2406,s1839,s8364,s8150
s917,s8750,s4046,s82,s1777,s3299
s918,s370,s94,s826,s6894,s3010
s919,s2358,s5739,s1174,s5338,s5839
s920,s4241,s4240,s2170,s1848,s3305
s921,s5427,s657,s2068,s6216,s4486
s922,s1200,s3413,s311,s8731,s48
s923,s1644,s6845,s1417,s1140,s5825
s924,s1557,s8618,s8619,s5321,s3186
s925,s2897,s3583,s4410,s8198,s8786
s926,s4217,s2899,s1032,s8787,s2854
s927,s7586,s621,s2827,s6697,s6843
s928,s406,s8305,s3540,s8306,s3395
s929,s602,s603,s2168,s9,s1769
s930,s1368,s6955,s4193,s1996,s870
s931,s3927,s5751,s8154,s4571,s5411
s932,s6280,s3609,s6271,s8441,s8373
s933,s6522,s7373,s6867,s3580,s4179
s934,s830,s8613,s8335,s7392,s3813
s935,s3856,s2641,s3929,s5867,s6290
s936,s1894,s2583,s3360,s2208,s5112
s937,s5459,s720,s7762,s3471,s3086
s938,s7514,s939,s940,s942,s941
s939,s938,s1007,s7514,s940,s942
s940,s938,s7514,s939,s941,s1007
s941,s7514,s938,s1007,s940,s939
s942,s938,s7514,s939,s941,s1007
s943,s4735,s887,s8490,s5550,s8282
s944,s804,s7946,s77,s4191,s2100
s945,s867,s3964,s3054,s712,s7329
s946,s6020,s7097,s3305,s1729,s2494
s947,s1623,s1336,s8095,s5490,s6089
s948,s3826,s6220,s6734,s4661,s712
s949,s5054,s7529,s3095,s396,s1672
s950,s8269,s7647,s6739,s6018,s5847
s951,s1670,s1775,s4186,s1904,s697
s952,s1158,s3167,s2802,s1225,s5492
s953,s2380,s7105,s4027,s6288,s7558
s954,s5297,s7175,s5946,s7547,s8019
s955,s3509,s3405,s2324,s1102,s594
s956,s8449,s1998,s47,s488,s609
s958,s6773,s3015,s3770,s7949,s6806
s959,s4267,s5220,s592,s6026,s8487
s960,s1996,s4421,s3998,s3237,s3469
s961,s3565,s4985,s6589,s6888,s2230
s962,s7885,s1832,s8359,s7601,s1446
s963,s5742,s5881,s4965,s1045,s608
s964,s1524,s8585,s3835,s3119,s2710
s965,s715,s7398,s8664,s1040,s7579
s966,s253,s7780,s7774,s7777,s5835
s967,s4958,s2311,s3912,s7584,s8029
s968,s1456,s718,s4489,s4036,s7403
s970,s7214,s3180,s6747,s8801,s4605
s971,s3039,s621,s138,s3188,s4653
s972,s1874,s6862,s855,s3424,s818
s973,s7646,s6403,s2990,s4478,s741
s974,s120,s8800,s1123,s3289,s5744
s975,s5218,s1777,s6865,s4953,s736
s976,s994,s1288,s2384,s733,s2302
s977,s8794,s8461,s7534,s1710,s8789
s978,s6468,s6577,s8384,s5775,s5986
s979,s3483,s5600,s7694,s3469,s2892
s980,s2873,s5531,s6581,s5484,s2046
s982,s1102,s3179,s8163,s6888,s1051
s983,s2621,s8061,s3167,s3098,s7063
s984,s8012,s3146,s173,s2867,s616
s985,s87,s3317,s2230,s6742,s1158
s986,s987,s6479,s6231,s7153,s7522
s987,s986,s2906,s799,s1685,s3280
s988,s2842,s462,s2135,s2712,s2422
s989,s7646,s3359,s3973,s1232,s4365
s990,s5579,s5376,s5841,s7107,s4707
s991,s1183,s180,s1903,s4601,s4602
s992,s5394,s8602,s5043,s6256,s695
s993,s7838,s4274,s6811,s654,s7513
s994,s976,s3675,s7774,s5074,s4289
s995,s7517,s5193,s2381,s7265,s4830
s996,s8578,s8683,s5045,s208,s2145
s997,s5908,s6004,s5394,s1071,s8664
s998,s5845,s1887,s6786,s5597,s2353
s999,s179,s7966,s6158,s8013,s1886
s1000,s4811,s553,s2045,s1032,s7410
s1001,s2278,s712,s6809,s1196,s95
s1002,s5399,s6085,s7946,s7654,s1070
s1003,s8660,s4829,s3946,s3665,s8132
s1004,s4741,s220,s5248,s7774,s41
s1005,s6334,s7117,s5649,s5143,s5329
s1006,s420,s8125,s72,s3200,s1300
s1007,s939,s941,s938,s7514,s940
s1008,s938,s939,s941,s7514,s1075
s1009,s938,s7514,s939,s1007,s940
s1010,s1011,s1802,s942,s7526,s7507
s1011,s1010,s3471,s2281,s2816,s8544
s1012,s3746,s3608,s34,s5989,s1889
s1013,s5279,s5113,s6507,s3809,s1147
s1014,s1257,s6914,s2407,s4243,s8188
s1015,s3563,s2801,s1495,s2577,s152
s1016,s1599,s6543,s4796,s1056,s3146
s1017,s1334,s4500,s4562,s8468,s4858
s1018,s4563,s2577,s3722,s4452,s2281
s1019,s5486,s8048,s7809,s3048,s5010
s1020,s1562,s4441,s6203,s7095,s4055
s1021,s6284,s8766,s586,s5937,s7516
s1022,s4579,s1048,s8411,s5146,s4411
s1023,s7357,s1112,s5352,s7521,s4520
s1024,s7591,s5414,s1292,s398,s8778
s1025,s198,s6367,s1552,s5958,s7314
s1026,s1725,s1724,s7748,s8144,s1499
s1027,s131,s5872,s2062,s5270,s3519
s1028,s965,s1119,s2942,s6300,s8027
s1029,s1058,s8606,s6063,s767,s8429
s1030,s5740,s6067,s8357,s4820,s4646
s1031,s5531,s1732,s1496,s1683,s4074
s1032,s4333,s6821,s2220,s926,s1000
s1033,s4216,s6658,s2967,s4743,s1484
s1034,s4174,s794,s1159,s8642,s7761
s1035,s5039,s4254,s5350,s2875,s2328
s1036,s6590,s4650,s868,s8187,s1649
s1037,s7906,s3330,s6436,s7617,s3909
s1038,s4913,s7474,s7550,s4042,s6769
s1039,s3743,s1523,s2373,s5259,s5037
s1040,s965,s5628,s7568,s6941,s2743
s1041,s2146,s5838,s888,s111,s2901
s1042,s445,s4883,s4137,s6880,s6585
s1043,s1249,s7461,s4428,s1258,s7472
s1044,s5708,s4123,s8755,s7863,s546
s1045,s963,s2557,s5752,s4742,s4493
s1046,s6764,s7450,s267,s7376,s6650
s1047,s4734,s2758,s1701,s1973,s221
s1048,s3051,s213,s6741,s1022,s8634
s1049,s629,s7773,s1958,s8680,s482
s1050,s4990,s598,s1082,s3937,s8806
s1051,s18,s3168,s1786,s1739,s387
s1052,s814,s6265,s7749,s1842,s4743
s1053,s3075,s6952,s5723,s424,s7358
s1054,s3574,s2867,s1124,s2777,s2096
s1055,s2475,s4805,s7663,s1290,s894
s1056,s7808,s1016,s4601,s2086,s5678
s1057,s5401,s3846,s7795,s3849,s8147
s1058,s686,s1029,s4683,s1466,s2008
s1059,s539,s1288,s2791,s2601,s1779
s1060,s4846,s1702,s3905,s5511,s8188
s1061,s8728,s4840,s8137,s7190,s3344
s1063,s8521,s2391,s228,s8118,s3315
s1065,s5700,s2918,s8612,s1626,s5998
s1066,s2109,s7082,s464,s8583,s4997
s1067,s2191,s4627,s5996,s6731,s4144
s1068,s7529,s518,s804,s3315,s2554
s1069,s701,s6774,s8446,s6833,s1128
s1070,s7874,s6908,s6950,s2914,s3311
s1071,s6004,s620,s5447,s5065,s120
s1072,s1074,s5071,s7514,s3195,s3879
s1073,s942,s938,s7514,s939,s1007
s1074,s1072,s7514,s938,s939,s942
s1075,s938,s939,s7514,s942,s941
s1076,s1356,s7349,s2605,s5597,s2256
s1077,s1078,s1079,s4858,s8005,s936
s1078,s1077,s1079,s8005,s7748,s4178
s1079,s1078,s1077,s8005,s4995,s2988
s1080,s8479,s8235,s1795,s4387,s3984
s1081,s7706,s951,s699,s697,s8177
s1082,s7317,s1050,s8269,s2661,s3937
s1083,s4265,s5544,s2639,s7349,s2577
s1084,s7666,s476,s1125,s4927,s3134
s1085,s582,s6211,s1795,s3244,s1232
s1086,s7034,s1904,s3336,s2128,s3103
s1087,s8086,s3144,s7266,s1334,s7352
s1088,s822,s557,s6384,s7197,s3944
s1089,s2252,s6237,s1183,s4190,s5808
s1090,s1602,s5915,s5332,s5793,s820
s1091,s799,s3819,s7825,s3876,s657
s1092,s1169,s2011,s5859,s4471,s81
s1093,s1883,s3239,s1664,s1978,s6502
s1094,s8598,s5213,s5531,s181,s6456
s1095,s1732,s1496,s822,s2047,s5531
s1096,s623,s8335,s8273,s8196,s1280
s1097,s76,s1495,s3932,s1842,s6292
s1098,s4082,s8770,s2169,s7615,s4876
s1099,s1948,s2668,s8464,s1154,s4949
s1100,s6945,s4796,s70,s5692,s2305
s1101,s8381,s7556,s1776,s1140,s823
s1102,s6342,s2081,s7748,s348,s8163
s1103,s1319,s5980,s278,s4077,s5027
s1104,s7473,s560,s5874,s4629,s8588
s1105,s5390,s2175,s7353,s1598,s4970
s1106,s3222,s148,s6320,s4201,s1882
s1107,s2228,s621,s411,s138,s1589
s1108,s7534,s6953,s6859,s3755,s8401
s1109,s3844,s7219,s2980,s7729,s7795
s1110,s1145,s1219,s1536,s886,s2025
s1112,s621,s5352,s138,s7400,s3548
s1113,s7154,s2909,s5065,s3828,s2285
s1114,s3112,s6999,s2299,s8309,s4293
s1115,s3465,s3464,s6288,s6648,s3315
s1116,s8177,s7834,s6180,s8731,s5917
s1117,s1801,s3001,s7093,s4144,s4749
s1118,s2706,s2980,s19,s1954,s4031
s1119,s308,s5074,s888,s3078,s7556
s1120,s2927,s4084,s7670,s3522,s6508
s1121,s571,s5298,s3518,s1834,s8267
s1122,s5073,s375,s1063,s7537,s2686
s1123,s8335,s1902,s2524,s43,s974
s1124,s36,s4098,s1054,s2192,s2722
s1125,s1374,s5463,s3945,s4383,s5573
s1126,s7082,s1147,s4531,s3314,s1130
s1127,s7417,s6823,s1132,s375,s180
s1128,s1158,s7591,s3920,s7496,s2316
s1129,s5323,s8361,s7068,s5927,s4567
s1130,s5807,s4462,s1126,s6811,s3028
s1131,s1133,s1132,s807,s808,s1256
s1132,s1133,s1131,s807,s808,s1256
s1133,s1131,s1132,s807,s808,s1256
s1134,s3726,s87,s3359,s3167,s7644
s1135,s553,s5497,s7619,s7410,s6785
s1136,s6593,s7138,s2135,s1096,s7488
s1137,s4338,s3053,s3974,s3997,s5965
s1138,s3249,s7616,s7789,s3598,s6173
s1139,s4627,s1773,s3224,s5367,s2457
s1140,s923,s1101,s7441,s7082,s1417
s1141,s516,s704,s6498,s2567,s747
s1142,s1383,s1626,s7080,s2386,s1670
s1143,s2446,s3032,s8223,s5949,s6929
s1144,s6095,s881,s7680,s3396,s654
s1145,s1219,s1110,s5410,s8779,s8778
s1146,s6518,s4471,s6650,s6382,s4307
s1147,s881,s7706,s5113,s4533,s2223
s1148,s3703,s8633,s6244,s1162,s1012
s1149,s7617,s924,s1557,s152,s1446
s1150,s8796,s2519,s8697,s8337,s5607
s1151,s775,s5040,s8470,s6476,s5905
s1152,s99,s1619,s1860,s2132,s7613
s1153,s2441,s3554,s3085,s589,s7543
s1154,s7092,s8747,s1099,s395,s7744
s1155,s7799,s1243,s1632,s3224,s5880
s1156,s7680,s2326,s7626,s8115,s4556
s1157,s6411,s5059,s3304,s8705,s3464
s1158,s1128,s5686,s3074,s5484,s952
s1159,s3318,s794,s5603,s1642,s2190
s1160,s7333,s8342,s6085,s2950,s7905
s1161,s4344,s8333,s2611,s3522,s436
s1162,s6682,s607,s1682,s1699,s8435
s1163,s5649,s7025,s3454,s6421,s5686
s1164,s2525,s5435,s2785,s869,s2186
s1165,s4884,s4362,s3089,s5544,s2235
s1166,s4311,s3844,s2312,s7426,s5224
s1167,s1960,s7406,s8004,s6103,s7726
s1168,s886,s2060,s6411,s2167,s5901
s1169,s2011,s4471,s1984,s4290,s3006
s1170,s6405,s6819,s38,s4892,s7540
s1171,s6993,s812,s2161,s6732,s7083
s1172,s8708,s6519,s7640,s2176,s7639
s1173,s395,s1128,s3759,s3920,s2871
s1174,s5174,s3144,s1566,s4913,s554
s1175,s5514,s7811,s2484,s6301,s3527
s1176,s6020,s4389,s7097,s7438,s2989
s1177,s7337,s1460,s3855,s4262,s4780
s1178,s687,s6299,s2444,s6131,s7000
s1179,s2068,s420,s6228,s3737,s3171
s1180,s7772,s7786,s7774,s7784,s7785
s1181,s1495,s1604,s1667,s780,s7647
s1182,s3217,s1692,s1727,s2330,s6332
s1183,s7982,s991,s1089,s728,s8253
s1184,s7663,s5705,s993,s3114,s7662
s1185,s1346,s3488,s1616,s5733,s7053
s1186,s164,s1688,s3413,s6046,s2050
s1187,s2590,s5897,s1417,s5100,s524
s1188,s2656,s2957,s2365,s7375,s1182
s1189,s2147,s4466,s5756,s943,s6485
s1190,s3975,s5326,s8781,s7647,s1050
s1191,s6912,s7773,s3471,s7647,s2191
s1192,s4154,s5661,s1580,s3233,s6820
s1193,s7138,s5584,s366,s4961,s5041
s1194,s1222,s1290,s894,s1055,s6121
s1195,s3300,s6572,s1282,s552,s5946
s1196,s3302,s3280,s1001,s5119,s1722
s1197,s2252,s2611,s356,s954,s7175
s1198,s3986,s4920,s3772,s6476,s5613
s1199,s4339,s121,s4008,s958,s1447
s1200,s922,s6674,s1397,s788,s7582
s1201,s8071,s6195,s7197,s3062,s2553
s1202,s1598,s7145,s6856,s5081,s6619
s1203,s3532,s6421,s762,s5340,s5686
s1204,s4397,s596,s8786,s2383,s2438
s1205,s2184,s8068,s6335,s8111,s6656
s1206,s8458,s8457,s8173,s2400,s8652
s1207,s737,s2048,s5505,s5295,s3507
s1208,s4047,s3634,s6942,s4634,s1046
s1209,s7717,s4411,s888,s385,s7010
s1210,s7547,s4265,s1110,s4017,s2417
s1211,s3641,s3095,s396,s4270,s1076
s1212,s4776,s5904,s1545,s3900,s888
s1213,s6758,s5979,s1287,s3569,s3570
s1214,s3336,s2671,s1973,s3081,s1397
s1215,s6821,s7511,s2220,s5631,s3722
s1216,s1217,s2561,s8692,s8302,s1732
s1217,s1216,s147,s1831,s1902,s2455
s1218,s2931,s1101,s7809,s3293,s7974
s1219,s1145,s1110,s7150,s4023,s2196
s1220,s177,s2824,s3855,s2309,s3078
s1221,s2975,s5736,s5893,s3015,s3587
s1222,s1194,s7549,s2252,s7933,s7534
s1223,s8263,s253,s5143,s1572,s6600
s1224,s6697,s6868,s1966,s6541,s7430
s1225,s5390,s621,s6018,s138,s2974
s1226,s4391,s2161,s3848,s7018,s1496
s1227,s1547,s6375,s72,s6023,s2237
s1228,s3294,s6207,s8770,s2281,s8486
s1229,s254,s2165,s6445,s5772,s7379
s1230,s6966,s7189,s3326,s1112,s2511
s1231,s736,s8629,s5971,s2145,s4443
s1232,s3973,s7646,s138,s837,s989
s1233,s8731,s6880,s2422,s196,s247
s1234,s784,s4391,s2886,s8135,s3848
s1236,s86,s5099,s2740,s4224,s2877
s1237,s4046,s7043,s6819,s7312,s3101
s1238,s3844,s5154,s8521,s3071,s3743
s1239,s7688,s7694,s5357,s2267,s5602
s1240,s1439,s6942,s6359,s8033,s4348
s1241,s7151,s8725,s8199,s3686,s2961
s1243,s1280,s2331,s4353,s7404,s1155
s1244,s1681,s6859,s1598,s5695,s1348
s1245,s3927,s7666,s5751,s5318,s2634
s1246,s2159,s7528,s147,s8800,s114
s1247,s5071,s3879,s8712,s1072,s3403
s1248,s6729,s2121,s6375,s5782,s1777
s1249,s2633,s4080,s7011,s6454,s2576
s1250,s1337,s5843,s5840,s1468,s7057
s1251,s435,s5552,s3355,s4888,s674
s1252,s2307,s284,s5671,s6858,s137
s1253,s83,s1950,s1846,s6955,s7317
s1254,s8068,s8069,s7415,s5644,s6124
s1255,s5203,s4719,s2688,s8265,s2400
s1256,s1133,s1131,s1132,s807,s808
s1257,s4960,s1014,s3159,s1123,s303
s1258,s4471,s8502,s4610,s5714,s1043
s1259,s5124,s6616,s4623,s8744,s8751
s1260,s2124,s1670,s1398,s4913,s611
s1261,s8691,s698,s8036,s1971,s8212
s1262,s3598,s7743,s4017,s8352,s288
s1263,s1276,s5628,s8438,s1548,s733
s1264,s1768,s73,s8631,s3498,s6047
s1265,s7930,s8078,s1453,s2561,s4074
s1266,s5247,s8613,s3941,s7970,s5397
s1267,s7666,s1839,s3943,s6050,s5271
s1268,s4501,s3073,s813,s803,s5432
s1269,s6674,s866,s6653,s3749,s5306
s1270,s2300,s3771,s8149,s7807,s6951
s1271,s8023,s8022,s6845,s5763,s6872
s1272,s4442,s1548,s7267,s763,s3468
s1273,s7220,s6808,s7774,s7780,s2254
s1274,s3736,s2249,s4767,s8373,s2296
s1275,s6621,s2893,s830,s95,s4223
s1276,s1263,s354,s1870,s741,s4655
s1277,s2680,s4944,s8667,s6862,s3382
